1.20695432916567e-01,1.19989804661420e-01,1.19549385487500e-01,1.20784545345081e-01,1.20565481949634e-01,1.20623896360228e-01,1.19990755489635e-01,1.21179445880120e-01,1.20817274578077e-01,1.20291295996239e-01,1.20417057724546e-01,1.19185750834338e-01,1.20005844679367e-01,1.20652017378955e-01,1.19602718448864e-01,1.19929382402269e-01
1.20704678959176e-01,1.20129833949826e-01,1.19680321742208e-01,1.21040806465033e-01,1.20445836299419e-01,1.20863510520003e-01,1.20226806237018e-01,1.21439385952130e-01,1.21145666382482e-01,1.20445224125447e-01,1.20662791097011e-01,1.19309003908360e-01,1.20076708088335e-01,1.20872714724489e-01,1.19513232397742e-01,1.20109994060876e-01
1.20629259523339e-01,1.19941307416817e-01,1.19707824312889e-01,1.20937635219248e-01,1.20615448139784e-01,1.20841118143060e-01,1.20183851217242e-01,1.21354954345931e-01,1.21188322175977e-01,1.20105690010483e-01,1.20669011374260e-01,1.19164804815595e-01,1.19961155729460e-01,1.20833713196898e-01,1.19386778207979e-01,1.19986660580269e-01
1.20508939443088e-01,1.19935050223487e-01,1.19668875341644e-01,1.20693715362091e-01,1.20823351435002e-01,1.20715477750226e-01,1.20175069348745e-01,1.21324999214328e-01,1.21196642899988e-01,1.19832795022462e-01,1.20608165692577e-01,1.19089147315272e-01,1.20031347857072e-01,1.20820202628118e-01,1.19596195766652e-01,1.20028582603884e-01
1.20165623783342e-01,1.19828260536992e-01,1.19245661376240e-01,1.20027229337999e-01,1.20758099451970e-01,1.20661133482662e-01,1.19991041914426e-01,1.21403867414205e-01,1.21129681681575e-01,1.19688613824848e-01,1.20203817490325e-01,1.18667204314431e-01,1.19679392798843e-01,1.20684961080498e-01,1.19417267058977e-01,1.20032953149241e-01
1.20416595393797e-01,1.19963019817697e-01,1.19606042184969e-01,1.20228118058280e-01,1.20891783873909e-01,1.20773110951642e-01,1.20171496990230e-01,1.21219379667084e-01,1.20978438295827e-01,1.20022343037113e-01,1.20295576079117e-01,1.19140193114616e-01,1.19377879826998e-01,1.20629255056832e-01,1.19911798416405e-01,1.20023437512227e-01
1.20317185416241e-01,1.19794259414922e-01,1.19730540284933e-01,1.20256773214041e-01,1.20916647229549e-01,1.20785832648222e-01,1.20017803394160e-01,1.21109889195307e-01,1.20895617123343e-01,1.19863668533145e-01,1.20187338277411e-01,1.19193485543011e-01,1.19227124094639e-01,1.20495652648827e-01,1.19893730053434e-01,1.20015996688694e-01
1.20424784696674e-01,1.19810769475597e-01,1.19723532920941e-01,1.20744990570643e-01,1.21098879677381e-01,1.20878034309746e-01,1.20064256967518e-01,1.20904507333339e-01,1.20804441317270e-01,1.19900523242825e-01,1.20300559019804e-01,1.19477151367972e-01,1.18761803441389e-01,1.20343178104934e-01,1.20168355793395e-01,1.19859563383514e-01
1.20299670581356e-01,1.19611672537445e-01,1.19487194304149e-01,1.20459647294106e-01,1.21077178320853e-01,1.20724453608360e-01,1.19847894959566e-01,1.20769409760194e-01,1.20611094816069e-01,1.19748048310614e-01,1.20025609604024e-01,1.19218313846682e-01,1.18422197529154e-01,1.20215687029564e-01,1.19992934342576e-01,1.19722023312885e-01
1.20417875919504e-01,1.19543307319977e-01,1.19367892471688e-01,1.20363959284388e-01,1.21301149966717e-01,1.20668561473685e-01,1.19876373282506e-01,1.20501451706887e-01,1.20338068319709e-01,1.19725997845171e-01,1.19992333603118e-01,1.19357722295632e-01,1.17887574072391e-01,1.20045103884710e-01,1.20371111445060e-01,1.19514354523566e-01
1.20328099715807e-01,1.19539859801958e-01,1.19088552731925e-01,1.19872916240910e-01,1.21214042680903e-01,1.20457130072417e-01,1.19809915788930e-01,1.20368598588462e-01,1.20107159923574e-01,1.19654371214997e-01,1.19756782162807e-01,1.19265661737216e-01,1.17730067379731e-01,1.19933222916069e-01,1.20412214210129e-01,1.19487928038617e-01
1.20440425214726e-01,1.19720308125209e-01,1.19340735975108e-01,1.19905228258806e-01,1.21314903661715e-01,1.20336909068838e-01,1.19904894443952e-01,1.20068267829002e-01,1.19824551005631e-01,1.19823814482580e-01,1.19861732688708e-01,1.19785351150630e-01,1.17742659465680e-01,1.19772306797412e-01,1.20883748500177e-01,1.19409475818858e-01
1.20481870588688e-01,1.19688241868275e-01,1.19278915700821e-01,1.19911071388791e-01,1.21232717625615e-01,1.20290973987390e-01,1.19783180466266e-01,1.19937333442155e-01,1.19718147265238e-01,1.19774954116092e-01,1.19815490511002e-01,1.19669820289920e-01,1.17439792348603e-01,1.19673266084942e-01,1.20786901918355e-01,1.19231952420773e-01
1.20620500591426e-01,1.19773474548829e-01,1.19503163969331e-01,1.20359143061057e-01,1.21201569042108e-01,1.20482256784517e-01,1.19847717211217e-01,1.19837808120981e-01,1.19861653459597e-01,1.20052764956612e-01,1.20009054389345e-01,1.20070896273277e-01,1.17247174014816e-01,1.19585685446229e-01,1.20906771901556e-01,1.19227612865621e-01
1.20660886812613e-01,1.19767823185448e-01,1.19491200976739e-01,1.20173702330300e-01,1.21196108970321e-01,1.20404595120533e-01,1.19873688759612e-01,1.19882966373861e-01,1.19782045589784e-01,1.19913969476857e-01,1.19873578164433e-01,1.19849744206846e-01,1.17724155918707e-01,1.19626060526388e-01,1.20622485594442e-01,1.19412871423710e-01
1.20729799099696e-01,1.19880512488473e-01,1.19683715019246e-01,1.20023475337565e-01,1.21104687885362e-01,1.20303220453337e-01,1.19924493134637e-01,1.19872897015875e-01,1.19793879579992e-01,1.20078064388521e-01,1.19861383580628e-01,1.19977506537326e-01,1.18317485076815e-01,1.19696237618343e-01,1.20312575794268e-01,1.19649832068414e-01
1.20848812040206e-01,1.20023172435460e-01,1.20006412744508e-01,1.19999046261359e-01,1.20950255023528e-01,1.20284860149037e-01,1.20028773030607e-01,1.20024642413608e-01,1.19894469661555e-01,1.20454275794728e-01,1.19870104525951e-01,1.20200285613992e-01,1.18799765847710e-01,1.19853041715752e-01,1.20084371538776e-01,1.19920087192417e-01
1.20915456797121e-01,1.19930044267257e-01,1.20299618830378e-01,1.20329517272857e-01,1.20963805526743e-01,1.20294225635428e-01,1.20027437565774e-01,1.20008594478442e-01,1.19933381109498e-01,1.20579444559918e-01,1.19952415700490e-01,1.20385091373347e-01,1.18938232687138e-01,1.19857707943093e-01,1.19963123216406e-01,1.19915927922959e-01
1.21019093627590e-01,1.20133492622819e-01,1.20609658709645e-01,1.20701530163340e-01,1.20718065620793e-01,1.20488321318851e-01,1.20195628643315e-01,1.20171005347057e-01,1.20163168841157e-01,1.20983397453271e-01,1.20196056784534e-01,1.20870822012212e-01,1.19433743096991e-01,1.19990187676582e-01,1.19786445278143e-01,1.20306056070702e-01
1.21048632464419e-01,1.20154125317498e-01,1.20610840883197e-01,1.20583073076964e-01,1.20661106591887e-01,1.20507876902245e-01,1.20185253968194e-01,1.20176366322176e-01,1.20281917194397e-01,1.20973204413468e-01,1.20161013682427e-01,1.21025405823615e-01,1.19794242359054e-01,1.19959374397803e-01,1.19539975883878e-01,1.20458239806053e-01
1.21017253124361e-01,1.19958143177790e-01,1.20560516249883e-01,1.20434173598070e-01,1.20759006010335e-01,1.20447559308048e-01,1.20059895790396e-01,1.20040371071477e-01,1.20283145675404e-01,1.20762277735081e-01,1.20057602386746e-01,1.20965349156372e-01,1.19739001979025e-01,1.19846600193657e-01,1.19384100787198e-01,1.20224140967335e-01
1.21105604810169e-01,1.19926227448050e-01,1.20572590260302e-01,1.20688514975796e-01,1.20785977954498e-01,1.20493590674355e-01,1.20083867844684e-01,1.19994387284007e-01,1.20457758119261e-01,1.20535175199506e-01,1.20100101106736e-01,1.20863220074894e-01,1.19861575589338e-01,1.19841345985082e-01,1.19522232010164e-01,1.19995266303475e-01
1.21080069534922e-01,1.19911926052369e-01,1.20609297074891e-01,1.21184102606210e-01,1.20783192527217e-01,1.20623897887546e-01,1.20143920448562e-01,1.19950970281521e-01,1.20592257826495e-01,1.20339351669064e-01,1.20262568997125e-01,1.20955176240455e-01,1.19938054073946e-01,1.19817215673987e-01,1.19583442715314e-01,1.19823394263491e-01
1.20912203947397e-01,1.19931982955351e-01,1.20916781218528e-01,1.21551771993621e-01,1.20722976026332e-01,1.20687127051416e-01,1.20171872793518e-01,1.19912251557732e-01,1.20610540222723e-01,1.20477735578606e-01,1.20508681986570e-01,1.21384921452854e-01,1.19966363929420e-01,1.19802945548510e-01,1.19673342391687e-01,1.19861836015027e-01
1.20677169293926e-01,1.19896087379640e-01,1.20816631373998e-01,1.21466247562122e-01,1.20706738623633e-01,1.20637694423320e-01,1.20049664118448e-01,1.19875209512419e-01,1.20459326454929e-01,1.20551164229192e-01,1.20481325836495e-01,1.21256068308045e-01,1.20066560238281e-01,1.19748442973295e-01,1.19612396426772e-01,1.19903519848253e-01
1.20715234180806e-01,1.19743080546765e-01,1.20957843394134e-01,1.21070466431604e-01,1.20793328970278e-01,1.20497353487678e-01,1.19919154413950e-01,1.19776119524966e-01,1.20307141202424e-01,1.20396329517925e-01,1.20424375075088e-01,1.21161891581990e-01,1.20075345693955e-01,1.19744513433671e-01,1.19722261165818e-01,1.19794198039330e-01
1.20676871864983e-01,1.19791376365050e-01,1.20827880486161e-01,1.21064632199263e-01,1.20741159727113e-01,1.20490560376714e-01,1.19977025465370e-01,1.19774190873044e-01,1.20304069661735e-01,1.20557936964510e-01,1.20499008955267e-01,1.21239291870073e-01,1.19995130152603e-01,1.19791125864217e-01,1.19718479829534e-01,1.19899286625174e-01
1.20621899356624e-01,1.19834023141286e-01,1.20900016027460e-01,1.21054092579322e-01,1.20662199995286e-01,1.20490231865519e-01,1.20110559471356e-01,1.19861386004522e-01,1.20385011417782e-01,1.20695749635790e-01,1.20488331606227e-01,1.21273722460431e-01,1.20106569244694e-01,1.19851507264899e-01,1.19723238718983e-01,1.19940395498958e-01
1.20524064124744e-01,1.20020361883732e-01,1.20942788268591e-01,1.21341614364214e-01,1.20524007503168e-01,1.20638968735290e-01,1.20173709462907e-01,1.19968622481996e-01,1.20376342071263e-01,1.21066055229582e-01,1.20626339902253e-01,1.21351298972623e-01,1.20339619768373e-01,1.19868174216136e-01,1.19617337506644e-01,1.20066480076935e-01
1.20505014995296e-01,1.20707618623831e-01,1.21380585939173e-01,1.21086250221392e-01,1.20016701301690e-01,1.20625409248618e-01,1.20471210569058e-01,1.20173055971949e-01,1.19932406501498e-01,1.22097727409919e-01,1.21063951172792e-01,1.21661374377398e-01,1.20301479691088e-01,1.20144339525691e-01,1.19698082571814e-01,1.20194025129188e-01
1.20852697403371e-01,1.21551072341037e-01,1.22237135688314e-01,1.20635006977091e-01,1.19347933633381e-01,1.20477575266922e-01,1.21048884403811e-01,1.20594609231008e-01,1.19915516160430e-01,1.22314355692684e-01,1.21335867402748e-01,1.21837008288249e-01,1.20934515903946e-01,1.20878192129887e-01,1.20511644652672e-01,1.20459976720392e-01
1.21009486843829e-01,1.21894830917324e-01,1.22481868805953e-01,1.20601295582915e-01,1.19092791818094e-01,1.20505696570594e-01,1.21401634313253e-01,1.20736193308867e-01,1.20152142795895e-01,1.21964003512015e-01,1.21495622065158e-01,1.21762652421461e-01,1.21282125859271e-01,1.21308882507690e-01,1.21351410571286e-01,1.20487513307720e-01
1.20930022480655e-01,1.21925561302300e-01,1.22262566042691e-01,1.20881882410061e-01,1.19071378766591e-01,1.20475905781272e-01,1.21591706694461e-01,1.20817936401312e-01,1.20238376274580e-01,1.21276939801146e-01,1.21603003160186e-01,1.21643291127280e-01,1.21301867954051e-01,1.21564611273744e-01,1.21880600045452e-01,1.20476002553513e-01
1.20692980221763e-01,1.21766105345745e-01,1.21749018283616e-01,1.20486650247358e-01,1.19291299885884e-01,1.20174500913462e-01,1.21436263528762e-01,1.20699467663729e-01,1.19999875311719e-01,1.20540834249687e-01,1.21286017706281e-01,1.21033617745935e-01,1.21200513920673e-01,1.21487667733915e-01,1.21970780526497e-01,1.20281208289292e-01
