alg-p allgather allreduce comm comp d err_communication err_compute gram krp mttkrp multittv nnls reducescatter total_time
0-1 0.00226844 0.0010857000000000002 0.00720076 2.18024 0.0 0.00515951 0.00515951 0.0307219 0.0 1.86562 0.121153 0.147041 0.00381548 2.18744076
0-27 0.0192979 0.12132799999999999 0.629725 2.03357 0.0 0.00589713 0.00589713 0.027910300000000002 0.0 1.8447799999999999 0.116271 0.0248901 0.48766099999999996 2.663295
0-64 0.174604 0.0628793 0.733792 2.0557 0.0 0.00623445 0.00623445 0.0276555 0.0 1.87441 0.11606099999999998 0.017609200000000002 0.494462 2.789492
0-8 0.06512899999999999 0.146321 0.590254 2.0798099999999997 0.0 0.00569421 0.00569421 0.026485400000000003 0.0 1.86904 0.119413 0.047191199999999996 0.377965 2.6700639999999995
1-1 0.00226014 0.00109142 0.00720029 2.20738 0.0 0.00499709 0.00499709 0.032380400000000004 0.0 1.8663900000000002 0.121723 0.17153800000000002 0.00381524 2.2145802900000002
1-27 0.022387 0.124774 0.634514 2.25432 0.0 0.00599524 0.00599524 0.029219400000000003 0.0 1.8457599999999998 0.11609900000000001 0.24312399999999998 0.48585100000000003 2.888834
1-64 0.178585 0.08683869999999999 0.721869 2.42008 0.0 0.00644828 0.00644828 0.030118400000000004 0.0 1.8757099999999998 0.120326 0.373329 0.45396800000000004 3.141949
1-8 0.0782713 0.0779045 0.524858 2.23502 0.0 0.00559658 0.00559658 0.027911099999999998 0.0 1.87042 0.11822 0.200896 0.36776 2.759878
2-1 0.00232054 0.00108505 0.00729049 2.92267 0.0 0.00535709 0.00535709 0.0297427 0.0 1.8751799999999998 0.122406 0.8795069999999999 0.00384895 2.92996049
2-27 0.0252785 0.12473499999999998 0.61436 2.14583 0.0 0.00581846 0.00581846 0.0282137 0.0 1.8455700000000002 0.116297 0.135875 0.46273100000000006 2.76019
2-64 0.212589 0.0917068 0.7227640000000001 2.14276 0.0 0.00647085 0.00647085 0.028991500000000003 0.0 1.8772900000000001 0.115639 0.100385 0.416284 2.865524
2-8 0.0651393 0.08569760000000001 0.31556 2.42245 0.0 0.00551456 0.00551456 0.025761000000000003 0.0 1.9922900000000001 0.11742999999999999 0.269362 0.163873 2.73801
4-1 0.00234197 0.00108532 0.00712612 3.69257 0.0 0.00516107 0.00516107 0.0305132 0.0 1.9991900000000002 0.120012 1.52728 0.00366593 3.69969612
4-27 0.019400999999999998 0.114829 0.527283 2.46903 0.0 0.00600993 0.00600993 0.027741000000000002 0.0 1.8671799999999998 0.116096 0.437917 0.391619 2.996313
4-64 0.148153 0.0650563 0.516416 2.63155 0.0 0.00601727 0.00601727 0.0281 0.0 1.99931 0.12063399999999999 0.46368400000000004 0.301249 3.147966
4-8 0.0696436 0.0771169 0.513465 2.6198599999999996 0.0 0.00555738 0.00555738 0.026444 0.0 1.8691200000000001 0.11878499999999999 0.58795 0.365807 3.1333249999999997
5-1 0.00469505 0.0023488000000000003 0.0117657 5.34829 0.0 0.00508885 0.00508885 0.05636409999999999 0.0 2.5683 0.152747 2.54237 0.00468571 5.3600557
5-27 0.052485500000000004 0.283119 0.901224 3.6352300000000004 0.0 0.0057637 0.0057637 0.0489194 0.0 2.86459 0.15950999999999999 0.5211939999999999 0.564025 4.536454000000001
5-64 0.348829 0.20599800000000001 1.01227 3.7126 0.0 0.00593439 0.00593439 0.048425800000000005 0.0 2.96085 0.161659 0.50122 0.455583 4.72487
5-8 0.168959 0.25878 0.693245 4.02037 0.0 0.00564295 0.00564295 0.046743599999999996 0.0 3.01283 0.163078 0.762238 0.264637 4.713615
6-1 0.00228802 0.00108903 0.00704407 2.19888 0.0 0.00504505 0.00504505 0.0311871 0.0 2.00496 0.11797300000000001 0.029305599999999998 0.0036271000000000003 2.20592407
6-27 0.0204787 0.110357 0.608567 2.0190900000000003 0.0 0.00605214 0.00605214 0.0284726 0.0 1.8446900000000002 0.116256 0.00961367 0.4762 2.627657
6-64 0.19253699999999999 0.0763451 0.721816 2.05133 0.0 0.00641748 0.00641748 0.029289799999999998 0.0 1.87565 0.115625 0.00957632 0.450561 2.773146
6-8 0.0761068 0.08004119999999999 0.49449099999999996 2.04121 0.0 0.00563086 0.00563086 0.0268825 0.0 1.8667 0.118155 0.011917200000000001 0.337471 2.535701
